product_name,product_description,ingredients,allergies,more,full_name_product,calories,proteins_g,carbohydrates_g,sugars_g,sugar_teaspoons,fats_g,saturated_fat_g,trans_fat_g,cholesterol_mg,sodium_mg,calcium_mg,brand_name
BEYOND TENDERS בסגנון עוף,ביונד אצבעות שניצל מהצומח בסגנון עוף,"מים, גלוטן חיטה (מכיל גלוטן), חלבון פול (7%), קמח חיטה, חומר טעם וריח, שמן לפתית, מייצבים: (מתיל צלולוז, צלולוז), עמילן אפונה, מלח, עמילן תירס מעובד, תמצית שמרים, שמן קוקוס, צבע מאכל: קלציום קרבונט, עמילן תירס, קמח אורז, אבקת שום, אבקת בצל, חלבון אפונה (אפונה היא קטניה, אנשים עם אלרגיה לקטניות (בוטנים) צריכים להיות זהירים בצריכת חלבון אפונה למניעת תגובה אלרגית. המוצר אינו מכיל בוטנים או אגוזים), חומר תפיחה (דיפוספט, סודיום קרבונט), שמן חמניות, תבלינים ועשבי תיבול מיובשים, שמרים יבשים, סוכר.","מכיל: גלוטן - חיטה, פול. עלול להכיל: סויה.","מכיל צבעי מאכל. צבע מאכל: קלציום קרבונט.																		
ללא חומרים משמרים.","BEYOND TENDERS בסגנון עוף, דיפלומט מפיצים בע""מ",296.0,15.0,19.0,1.1,,17.0,2.1,0.5,0.0,480.0,,"דיפלומט מפיצים בע""מ"
שניצל טופו ויילר תירס,מנתחי טופו אמיתי,"מים, גרעיני תירס מוקפאים (31%), פולי סויה, סולת חיטה (מכיל גלוטן), סיבים תזונתיים ממקור צמחי, שבבי תפוחי אדמה אורגניים, קמח חיטה (מכיל גלוטן), גלוטן חיטה, שמן צמחי, מלח שולחן, חומר טעם וריח, מגביר חוזק (קלציום כלוריד), שמרים, צבע מאכל (תמצית פפריקה). אחוז טופו במוצר - 24%.","מכיל: סויה, חיטה - גלוטן. עלול להכיל: שעורה - גלוטן, שיפון - גלוטן, שיבולת שועל - גלוטן, בוטנים, שומשום, אגוזים (קוקוס, שקד, קשיו, לוז, פקאן, צנובר, פיסטוק, מלך).","מכיל צבעי מאכל. צבע מאכל (תמצית פפריקה).																		
ללא חומרים משמרים.","שניצל טופו ויילר תירס, משק ויילר",189.0,10.0,20.7,4.0,1.0,6.2,1.7,0.5,0.0,280.0,,משק ויילר
בטבע שלי - שיפודים טבעוניים בטעם פרגית,BEEF free,"מים, חלבון סויה מרוכז (30%), שמן צמחי, מלח, תבלינים, חלבון סויה מפורק.","מכיל סויה. עלול להכיל עקבות של גלוטן, סלרי ושומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","בטבע שלי - שיפודים טבעוניים בטעם פרגית, גורי מוצרי צריכה בע""מ",104.0,13.0,6.0,0.0,,2.2,0.2,0.5,0.0,380.0,,"גורי מוצרי צריכה בע""מ"
אצבעות דג מן הצומח,ערך תזונתי של אצבעות דג מן הצומח,"תערובות בסיס לאצבעות בסגנון דג (מים, חלבון חיטה מרוכז 15%, שמן חמניות מזוכך, עמילנים (תירס, חיטה (מכיל גלוטן), תפוחי אדמה, אורז), מסמיכים (E461, E460ii), קמח חיטה (מכיל גלוטן), חומרי טעם וריח, מלח, מלטודקסטרין, פלפל שחור טחון), פרורי לחם 15% קמח חיטה (מכיל גלוטן), מלח, צבעי מאכל (כורכומין, תמצית פפריקה)).","מכיל: סויה, חיטה - גלוטן.","מכיל צבעי מאכל. צבעי מאכל (כורכומין, תמצית פפריקה).																		
ללא חומרים משמרים.","אצבעות דג מן הצומח, Instead",233.0,9.7,19.9,0.5,,11.9,1.3,0.5,0.0,360.0,,Instead
קריספי טופו - נגיסי טופו ברוטב בסגנון אסייתי,קריספי טופו - ברוטב אסייתי,"טופו (מיצוי מפולי סויה ללא הנדסה גנטית (76%) (מים מסוננים, פולי סויה, מגביר חוזק (קלציום כלוריד)), רוטב בסיגנון אסיאתי (23%) (מים, רוטב סויה (20%) (מים, פולי סויה, חיטה, מלח), סוכר חום, סירופ גלוקוז, סילאן (6%), שום (4%), עמילן תירס, חומץ, תערובת תיבול, תרכיז עגבניות, מלח שולחן, שמרים, צבע מאכל (סוכר שרוף), מווסת חומציות (חומצת לימון), מייצב (קסנטן גאם), מעכב חמצון (מיצוי עלי תה)), שמן צמחי (קנולה/סויה).","מכיל סויה וגלוטן (חיטה). נעשה בסביבת עבודה בה יש סלרי, שומשום, אגוזים (שקדים, אגוזי קשיו, צנוברים, אגוזי מלך), בוטנים, חרדל ועדשים.","מכיל צבעי מאכל. צבע מאכל (סוכר שרוף).																		
ללא חומרים משמרים.","קריספי טופו - נגיסי טופו ברוטב בסגנון אסייתי, טבע דלי",182.0,12.4,12.0,5.8,1.25,9.4,2.3,0.5,0.0,301.0,,טבע דלי
בורגר פטריות טבעוני בתיבול מעודן,ערך תזונתי של בורגר פטריות טבעוני בתיבול מעודן,"פטריות (54%), מים, פתיתי סויה (מכיל סויה) (חלבון סויה מרוכז, חלבון אפונה, עולש, טפיוקה, קמח חומוס, מלח), תערובת תיבול, חומרי טעם וריח, בצל מיובש, פטרוזיליה, חלבון סויה, שמן סויה, סיבים תזונתיים (צלולוז), סוכר, מלח, בצל, רוטב סויה [מים, הידרוליזט חלבון צמחי, מלח, סירופ סוכר שרוף, סוכר, חומץ, שמרים, חומצת מאכל (חומצה לקטית), חומר משמר (סודיום בנזואט), תבלינים, בצל מיובש], תבלינים, חומר תפיחה (נתרן מימן פחמתי, סודיום ביקרבונט).","מכיל: סויה. עשוי להכיל עקבות של: בוטנים, שומשום, גלוטן חיטה, חרדל, ביצים, סלרי ואגוזים (קוקוס, שקדים, פיסטוק, צנובר, פקאן, מלך, לוז, קשיו, מקדמיה).","ללא צבעי מאכל.
																		
מכיל חומרים משמרים.","בורגר פטריות טבעוני בתיבול מעודן, מרינה פטריות הגליל בע""מ",118.0,12.5,8.6,2.0,0.5,3.0,0.4,0.5,0.0,390.0,,"מרינה פטריות הגליל בע""מ"
"תותים ב""שמנת"" - גלידה מקרם קוקוס וסירופ אגבה",NATURAL ICE CREAM,"קרם קוקוס, סירופ אגבה אורגני, תותים ללא ריסוס, תמצית וניל, מלח אטלנטי, מייצב: גואר גאם.","מכיל קוקוס ותותים. עלול להכיל: אגוזים, בוטנים, שומשום וסויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","תותים ב""שמנת"" - גלידה מקרם קוקוס וסירופ אגבה, גלידת ilo",,1.0,17.0,16.0,4.0,9.2,6.4,0.0,0.0,11.0,,גלידת ilo
WANNA BEE - סירופ אורז מלא בתוספת נקטר אגבה ומייפל,ערך תזונתי של WANNA BEE - סירופ אורז מלא בתוספת נקטר אגבה ומייפל,"סירופ אורז מלא (85%), נקטר אגבה (8%), סירופ מייפל (6%), תמציות טעם טבעיות.","עלול להכיל: אגוז (קוקוס), בוטנים.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","WANNA BEE - סירופ אורז מלא בתוספת נקטר אגבה ומייפל, וגה מוצרים טבעוניים",300.0,1.0,82.0,79.0,19.75,0.0,,,,50.0,,וגה מוצרים טבעוניים
בטבע שלי - שיפודים טבעוניים קבב,BEEF free,"מים, חלבון סויה מרוכז (30%), שמן צמחי, תבלינים, מלח, מייצב (מתיל צלולוז), חלבון סויה מפורק.","מכיל סויה. עלול להכיל עקבות של גלוטן, סלרי ושומשום.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","בטבע שלי - שיפודים טבעוניים קבב, גורי מוצרי צריכה בע""מ",119.0,11.7,8.6,0.0,,3.4,0.3,0.5,0.0,298.0,,"גורי מוצרי צריכה בע""מ"
מעדן שומשום בטעם חלווה ללא חלב,ערך תזונתי של מעדן שומשום בטעם חלווה ללא חלב,"מים, טחינה (שומשום) (10.0%), סוכר, עמילן תירס מעובד (E-1442), עמילן תירס, מייצב (קרגינאן), סידן (טרי קלציום פוספאט), מווסת חומציות (טרי סודיום ציטראט), חומרי טעם וריח, מלח.",מכיל: שומשום. עלול להכיל: ביצים. ללא גלוטן.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","מעדן שומשום בטעם חלווה ללא חלב, שטראוס עלית",116.0,2.3,12.1,7.8,,6.3,1.1,,0.0,155.0,170.0,שטראוס עלית
קבב פטריות טבעוני בתיבול מעודן,ערך תזונתי של קבב פטריות טבעוני בתיבול מעודן,"פטריות טריות (50%), מים, בצל, פטרוזיליה, פתיתי סויה (מכיל סויה) [קמח סויה, צבע מאכל (קרמל E-150d) ], תערובת ייצוב [קמח אפונה, מלטודקסטרין, סיבים תזונתיים (עולש), מתחלב (לציטין חמניות) ], שמן סויה, חלבון סויה, סיבים תזונתיים (צלולוז), תערובת תיבול, חומרי טעם וריח, שבבי בצל מיובשים, מלח, סוכר, חומר תפיחה: (סודיום ביקרבונט), תבלינים, מייצב (גואר גאם).","מכיל: סויה. עשוי להכיל עקבות של: גלוטן חיטה, ביצים, בוטנים, שומשום, חרדל, סלרי ואגוזים (קוקוס, שקדים, פיסטוק, צנובר, פקאן, מלך, לוז, קשיו, מקדמיה).","מכיל צבעי מאכל. צבע מאכל (קרמל E-150d).																		
ללא חומרים משמרים.","קבב פטריות טבעוני בתיבול מעודן, מרינה פטריות הגליל בע""מ",121.0,11.0,8.1,1.5,,4.1,0.6,0.5,0.0,390.0,,"מרינה פטריות הגליל בע""מ"
CHICKENFREE - קציצות על בסיס חלבון אפונה,ערך תזונתי של CHICKENFREE - קציצות על בסיס חלבון אפונה,"מים, חלבון אפונה (16%), שמן צמחי (קנולה), מייצב (מתיל תאית), מלטודקסטרין, תמצית שמרים, בצל יבש, חומרי טעם וריח, פטרוזיליה יבשה, מלח שולחן, תבלינים, סיבי אפונה.","עלול להכיל עקבות של גלוטן, סויה.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","CHICKENFREE - קציצות על בסיס חלבון אפונה, Creative Pea",214.0,16.0,2.3,0.0,,15.5,1.5,0.5,0.0,320.0,,Creative Pea
FISHFREE - תערובת על בסיס חלבון אפונה להכנת תחליפי דגים,ערך תזונתי של FISHFREE - תערובת על בסיס חלבון אפונה להכנת תחליפי דגים,"חלבון אפונה (80%), מייצב (מתיל תאית), מלטודקסטרין, תמצית שמרים, בצל יבש, מלח שולחן, סיבי אפונה, חומרי טעם וריח, תבלינים.",,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","FISHFREE - תערובת על בסיס חלבון אפונה להכנת תחליפי דגים, Creative Pea",178.0,16.0,2.4,0.0,,11.5,1.3,0.5,0.0,290.0,,Creative Pea
רצועות בקר מן הצומח,ערך תזונתי של רצועות בקר מן הצומח,"תערובת עם חלבונים צמחיים משוחזרים 73% (מים, חלבון אפונה 8%, פולי סויה טחונים 7%, חלבון תפוחי אדמה 4.5%, חלבון חיטה (מכיל גלוטן) 4%, קמח חיטה (מכיל גלוטן)), שמן חמניות מזוכך, תמצית לתת שעורה (מכיל גלוטן), אבקת שום, אבקת בצל, חומרי טעם וריח, מלח, חומץ.","מכיל: סויה, חיטה - גלוטן, שעורה - גלוטן.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","רצועות בקר מן הצומח, Instead",193.0,21.5,3.9,0.5,,9.9,1.1,0.5,0.0,480.0,,Instead
שניצל מן הצומח,ערך תזונתי של שניצל מן הצומח,"תערובת בסיס לשניצל טבעוני (חלבון חיטה משוחזר (מכיל גלוטן) 60% (מים, חלבון חיטה (מכיל גלוטן) 7%, קמח חיטה (מכיל גלוטן), בצל, שומן קוקוס מוקשה חלקית, שמן חמניות מזוכך, אבקת שום, פלפל לבן טחון, עמילן תפוחי אדמה, חומרי טעם וריח, מלח, חומץ, מתחלב (E461)), ציפוי 13% (פתיתי תירס (תירס, מלח, לתת שעורה (מכיל גלוטן)), פירורי לחם (קמח חיטה (מכיל גלוטן), שמרים, מלח, פפריקה מתוקה, כורכום), קמח חיטה (מכיל גלוטן), שמן זרעי לפתית מזוכך, עמילן חיטה (מכיל גלוטן), סיבי אפונה).","מכיל: אגוזים (קוקוס), חיטה - גלוטן, שעורה - גלוטן.","ללא צבעי מאכל.
																		
ללא חומרים משמרים.","שניצל מן הצומח, Instead",223.0,10.9,17.1,1.0,,11.6,6.4,0.5,0.0,440.0,,Instead
נטורינה עשיר בשמן קוקוס לאפייה ובישול,ממרח משמנים צמחיים 79%,"שמנים צמחיים, שמן קוקוס מזוכך (32%), מים, מתחלבים (E322, E471), מלח, חומצת מאכל (חומצת לימון), חומרי טעם וריח.",מכיל קוקוס.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","נטורינה עשיר בשמן קוקוס לאפייה ובישול, שמרית",710.0,0.0,0.0,0.0,,79.0,50.0,0.5,0.0,80.0,,שמרית
ALTERNATiVE - טופו בטעם טבעי,TOFU,"מיצוי מפולי סויה [מים, פולי סויה (32%)], מגביר חוזק (קלציום כלוריד).",מכיל סויה.,"ללא צבעי מאכל.
																		
ללא חומרים משמרים.","ALTERNATiVE - טופו בטעם טבעי, תנובה",151.0,16.0,2.0,0.0,,8.0,1.2,0.5,,10.0,260.0,תנובה
